,Report_Date,Borough,Adult_Family_Shelter,Adult_Shelter,Adult_Shelter_Commercial_Hotel,Family_with_Children_Shelter
1148,04/30/2020,Brooklyn,,,,179.0
1149,04/30/2020,Brooklyn,,626.0,296.0,2517.0
1150,04/30/2020,Brooklyn,,,132.0,695.0
1151,04/30/2020,Brooklyn,361.0,,,819.0
1152,04/30/2020,Manhattan,,,121.0,
1153,04/30/2020,Manhattan,,,188.0,
1154,04/30/2020,Manhattan,,751.0,234.0,359.0
1155,04/30/2020,Manhattan,,181.0,99.0,
1156,04/30/2020,Manhattan,308.0,,194.0,305.0
1157,04/30/2020,Manhattan,,626.0,198.0,
1158,04/30/2020,Manhattan,210.0,268.0,,568.0
1159,04/30/2020,Manhattan,,69.0,,
1160,04/30/2020,Manhattan,,,,734.0
1161,04/30/2020,Manhattan,356.0,552.0,,834.0
1162,04/30/2020,Manhattan,,1332.0,,650.0
1163,04/30/2020,Manhattan,,433.0,,
1164,04/30/2020,Queens,,190.0,58.0,367.0
1165,04/30/2020,Queens,296.0,,,217.0
1166,04/30/2020,Queens,,,89.0,836.0
1167,04/30/2020,Queens,,,162.0,508.0
1168,04/30/2020,Queens,,124.0,,
1169,04/30/2020,Queens,,,,
1170,04/30/2020,Queens,,277.0,,
1171,04/30/2020,Queens,,,,318.0
1172,04/30/2020,Queens,,101.0,,
1173,04/30/2020,Queens,,163.0,52.0,
1174,04/30/2020,Queens,,,,
1175,04/30/2020,Queens,271.0,305.0,1131.0,1349.0
1176,04/30/2020,Queens,,,556.0,800.0
1177,04/30/2020,Queens,306.0,84.0,,143.0
1178,04/30/2020,Staten Island,,,,107.0
1179,04/30/2020,Staten Island,,,,
1180,04/30/2020,Staten Island,,,,
1181,05/31/2020,Bronx,181.0,83.0,,1262.0
1182,05/31/2020,Bronx,162.0,,,769.0
1183,05/31/2020,Bronx,250.0,357.0,,1454.0
1184,05/31/2020,Bronx,,309.0,89.0,2035.0
1185,05/31/2020,Bronx,218.0,9.0,,1090.0
1186,05/31/2020,Bronx,70.0,58.0,70.0,2132.0
1187,05/31/2020,Bronx,104.0,298.0,,291.0
1188,05/31/2020,Bronx,,,,235.0
1189,05/31/2020,Bronx,,,,249.0
1190,05/31/2020,Bronx,,,,611.0
1191,05/31/2020,Bronx,,,,
1192,05/31/2020,Bronx,,102.0,141.0,276.0
1193,05/31/2020,Brooklyn,158.0,461.0,227.0,
1194,05/31/2020,Brooklyn,122.0,291.0,143.0,62.0
1195,05/31/2020,Brooklyn,,86.0,101.0,564.0
1196,05/31/2020,Brooklyn,,156.0,288.0,838.0
1197,05/31/2020,Brooklyn,,434.0,358.0,385.0
1198,05/31/2020,Brooklyn,105.0,51.0,422.0,
1199,05/31/2020,Brooklyn,,183.0,378.0,
1200,05/31/2020,Brooklyn,,321.0,88.0,493.0
1201,05/31/2020,Brooklyn,,110.0,,431.0
1202,05/31/2020,Brooklyn,,,,
1203,05/31/2020,Brooklyn,,,,
1204,05/31/2020,Brooklyn,,,100.0,121.0
1205,05/31/2020,Brooklyn,,,,
1206,05/31/2020,Brooklyn,,,,94.0
1207,05/31/2020,Brooklyn,,,,191.0
1208,05/31/2020,Brooklyn,,252.0,297.0,2480.0
1209,05/31/2020,Brooklyn,,,136.0,697.0
1210,05/31/2020,Brooklyn,361.0,,,819.0
1211,05/31/2020,Manhattan,,,52.0,
1212,05/31/2020,Manhattan,,,175.0,
1213,05/31/2020,Manhattan,,505.0,347.0,349.0
1214,05/31/2020,Manhattan,,66.0,987.0,
1215,05/31/2020,Manhattan,297.0,,1318.0,311.0
1216,05/31/2020,Manhattan,,546.0,490.0,
1217,05/31/2020,Manhattan,208.0,226.0,429.0,566.0
1218,05/31/2020,Manhattan,,76.0,304.0,
1219,05/31/2020,Manhattan,,,,721.0
1220,05/31/2020,Manhattan,356.0,455.0,,820.0
1221,05/31/2020,Manhattan,,829.0,,621.0
1222,05/31/2020,Manhattan,,205.0,,
1223,05/31/2020,Queens,,196.0,671.0,386.0
1224,05/31/2020,Queens,303.0,,106.0,209.0
1225,05/31/2020,Queens,,,283.0,778.0
1226,05/31/2020,Queens,,,163.0,505.0
1227,05/31/2020,Queens,,182.0,,
1228,05/31/2020,Queens,,,,
1229,05/31/2020,Queens,,100.0,,
1230,05/31/2020,Queens,,,,315.0
1231,05/31/2020,Queens,,,,
1232,05/31/2020,Queens,,163.0,59.0,
1233,05/31/2020,Queens,,,,
1234,05/31/2020,Queens,269.0,195.0,1332.0,1326.0
1235,05/31/2020,Queens,,,554.0,783.0
1236,05/31/2020,Queens,312.0,,,157.0
1237,05/31/2020,Staten Island,,,,114.0
1238,05/31/2020,Staten Island,,,,
1239,05/31/2020,Staten Island,,,,
1240,06/30/2020,Bronx,181.0,47.0,,1233.0
1241,06/30/2020,Bronx,192.0,,,789.0
1242,06/30/2020,Bronx,262.0,228.0,,1399.0
1243,06/30/2020,Bronx,,208.0,100.0,2087.0
1244,06/30/2020,Bronx,219.0,,,1093.0
1245,06/30/2020,Bronx,96.0,52.0,71.0,1994.0
1246,06/30/2020,Bronx,107.0,98.0,,272.0
1247,06/30/2020,Bronx,,,,245.0
1248,06/30/2020,Bronx,,,,349.0
1249,06/30/2020,Bronx,,,,589.0
1250,06/30/2020,Bronx,,,,
1251,06/30/2020,Bronx,,73.0,142.0,292.0
1252,06/30/2020,Brooklyn,172.0,442.0,211.0,
1253,06/30/2020,Brooklyn,135.0,102.0,141.0,63.0
1254,06/30/2020,Brooklyn,,31.0,102.0,555.0
1255,06/30/2020,Brooklyn,,99.0,284.0,836.0
1256,06/30/2020,Brooklyn,,468.0,388.0,284.0
1257,06/30/2020,Brooklyn,113.0,50.0,427.0,59.0
1258,06/30/2020,Brooklyn,,179.0,457.0,
1259,06/30/2020,Brooklyn,,238.0,86.0,468.0
1260,06/30/2020,Brooklyn,,112.0,,423.0
1261,06/30/2020,Brooklyn,,,,
1262,06/30/2020,Brooklyn,,,,
1263,06/30/2020,Brooklyn,,,93.0,117.0
1264,06/30/2020,Brooklyn,,,,
1265,06/30/2020,Brooklyn,,,,89.0
1266,06/30/2020,Brooklyn,,,,186.0
1267,06/30/2020,Brooklyn,,232.0,259.0,2467.0
1268,06/30/2020,Brooklyn,,,131.0,701.0
1269,06/30/2020,Brooklyn,364.0,,,826.0
1270,06/30/2020,Manhattan,,,182.0,
1271,06/30/2020,Manhattan,,,195.0,
1272,06/30/2020,Manhattan,,243.0,540.0,325.0
1273,06/30/2020,Manhattan,,244.0,1384.0,
1274,06/30/2020,Manhattan,321.0,,1800.0,326.0
1275,06/30/2020,Manhattan,,540.0,523.0,
1276,06/30/2020,Manhattan,214.0,142.0,447.0,563.0
1277,06/30/2020,Manhattan,,40.0,306.0,
1278,06/30/2020,Manhattan,,,,697.0
1279,06/30/2020,Manhattan,4.0,343.0,,790.0
1280,06/30/2020,Manhattan,,627.0,,595.0
1281,06/30/2020,Manhattan,,178.0,,
1282,06/30/2020,Queens,,,979.0,365.0
1283,06/30/2020,Queens,298.0,,113.0,196.0
1284,06/30/2020,Queens,,,286.0,768.0
1285,06/30/2020,Queens,,,164.0,503.0
1286,06/30/2020,Queens,,100.0,,
1287,06/30/2020,Queens,,,,
1288,06/30/2020,Queens,,192.0,,
1289,06/30/2020,Queens,,,,317.0
1290,06/30/2020,Queens,,56.0,96.0,
1291,06/30/2020,Queens,,,,
1292,06/30/2020,Queens,279.0,164.0,1347.0,1358.0
1293,06/30/2020,Queens,,,559.0,741.0
1294,06/30/2020,Queens,317.0,,189.0,162.0
1295,06/30/2020,Staten Island,,,,120.0
1296,06/30/2020,Staten Island,,,,
1297,06/30/2020,Staten Island,,,,
1298,07/31/2020,Bronx,183.0,80.0,,1220.0
1299,07/31/2020,Bronx,188.0,0.0,,717.0
1300,07/31/2020,Bronx,260.0,235.0,,1377.0
1301,07/31/2020,Bronx,,206.0,100.0,2049.0
1302,07/31/2020,Bronx,213.0,0.0,,1054.0
1303,07/31/2020,Bronx,86.0,47.0,71.0,1976.0
1304,07/31/2020,Bronx,101.0,100.0,,273.0
1305,07/31/2020,Bronx,,,,249.0
1306,07/31/2020,Bronx,,0.0,,660.0
1307,07/31/2020,Bronx,,,,594.0
1308,07/31/2020,Bronx,,,,
1309,07/31/2020,Bronx,,73.0,140.0,280.0
1310,07/31/2020,Brooklyn,154.0,318.0,218.0,
1311,07/31/2020,Brooklyn,116.0,103.0,200.0,64.0
1312,07/31/2020,Brooklyn,,31.0,101.0,460.0
1313,07/31/2020,Brooklyn,,92.0,285.0,809.0
1314,07/31/2020,Brooklyn,,437.0,378.0,270.0
1315,07/31/2020,Brooklyn,113.0,52.0,427.0,155.0
1316,07/31/2020,Brooklyn,,184.0,468.0,
1317,07/31/2020,Brooklyn,,211.0,88.0,449.0
1318,07/31/2020,Brooklyn,,112.0,,420.0
1319,07/31/2020,Brooklyn,,,,
1320,07/31/2020,Brooklyn,,,,
1321,07/31/2020,Brooklyn,,,99.0,132.0
1322,07/31/2020,Brooklyn,,,,
1323,07/31/2020,Brooklyn,,,,89.0
1324,07/31/2020,Brooklyn,,,,199.0
1325,07/31/2020,Brooklyn,,282.0,248.0,2397.0
1326,07/31/2020,Brooklyn,,,136.0,669.0
1327,07/31/2020,Brooklyn,360.0,,,792.0
1328,07/31/2020,Manhattan,,,165.0,
1329,07/31/2020,Manhattan,,,192.0,
1330,07/31/2020,Manhattan,,195.0,541.0,328.0
1331,07/31/2020,Manhattan,,,1456.0,
1332,07/31/2020,Manhattan,299.0,,1804.0,325.0
1333,07/31/2020,Manhattan,,510.0,516.0,
1334,07/31/2020,Manhattan,204.0,137.0,661.0,585.0
1335,07/31/2020,Manhattan,,39.0,306.0,
1336,07/31/2020,Manhattan,,,,669.0
1337,07/31/2020,Manhattan,,256.0,,805.0
1338,07/31/2020,Manhattan,,709.0,,582.0
1339,07/31/2020,Manhattan,,212.0,,
1340,07/31/2020,Queens,,,1016.0,372.0
1341,07/31/2020,Queens,285.0,,109.0,206.0
1342,07/31/2020,Queens,,50.0,238.0,763.0
1343,07/31/2020,Queens,,,165.0,501.0
1344,07/31/2020,Queens,,90.0,,
1345,07/31/2020,Queens,,,,
1346,07/31/2020,Queens,,101.0,198.0,
1347,07/31/2020,Queens,,,,320.0
1348,07/31/2020,Queens,,,,
1349,07/31/2020,Queens,,160.0,51.0,
1350,07/31/2020,Queens,,,,
1351,07/31/2020,Queens,260.0,154.0,1234.0,1376.0
1352,07/31/2020,Queens,,,556.0,735.0
1353,07/31/2020,Queens,305.0,,191.0,158.0
1354,07/31/2020,Staten Island,,,,100.0
1355,07/31/2020,Staten Island,,,,
1356,07/31/2020,Staten Island,,,,
1357,08/31/2020,Bronx,190.0,83.0,,1224.0
1358,08/31/2020,Bronx,170.0,,,741.0
1359,08/31/2020,Bronx,269.0,221.0,66.0,1372.0
1360,08/31/2020,Bronx,,208.0,100.0,2064.0
1361,08/31/2020,Bronx,213.0,,,1066.0
1362,08/31/2020,Bronx,72.0,44.0,71.0,1951.0
1363,08/31/2020,Bronx,105.0,93.0,,271.0
1364,08/31/2020,Bronx,,,,237.0
1365,08/31/2020,Bronx,,,,667.0
1366,08/31/2020,Bronx,,,,590.0
1367,08/31/2020,Bronx,,,,
1368,08/31/2020,Bronx,,71.0,141.0,283.0
1369,08/31/2020,Brooklyn,159.0,329.0,222.0,
1370,08/31/2020,Brooklyn,76.0,104.0,297.0,70.0
1371,08/31/2020,Brooklyn,,31.0,103.0,468.0
1372,08/31/2020,Brooklyn,,99.0,285.0,785.0
1373,08/31/2020,Brooklyn,,440.0,382.0,281.0
1374,08/31/2020,Brooklyn,110.0,51.0,429.0,183.0
1375,08/31/2020,Brooklyn,,188.0,455.0,
1376,08/31/2020,Brooklyn,,222.0,90.0,439.0
1377,08/31/2020,Brooklyn,,112.0,,432.0
1378,08/31/2020,Brooklyn,,,,
1379,08/31/2020,Brooklyn,,,,
1380,08/31/2020,Brooklyn,,0.0,102.0,136.0
1381,08/31/2020,Brooklyn,,,,
1382,08/31/2020,Brooklyn,,,,93.0
1383,08/31/2020,Brooklyn,,,,200.0
1384,08/31/2020,Brooklyn,,142.0,396.0,2408.0
1385,08/31/2020,Brooklyn,,,136.0,645.0
1386,08/31/2020,Brooklyn,356.0,,,803.0
1387,08/31/2020,Manhattan,,,245.0,
1388,08/31/2020,Manhattan,,,196.0,
1389,08/31/2020,Manhattan,,147.0,540.0,323.0
1390,08/31/2020,Manhattan,,0.0,1340.0,
1391,08/31/2020,Manhattan,307.0,,1786.0,331.0
1392,08/31/2020,Manhattan,,521.0,526.0,
1393,08/31/2020,Manhattan,204.0,134.0,688.0,570.0
1394,08/31/2020,Manhattan,,38.0,305.0,
1395,08/31/2020,Manhattan,,,,649.0
1396,08/31/2020,Manhattan,,290.0,,774.0
1397,08/31/2020,Manhattan,,745.0,,588.0
1398,08/31/2020,Manhattan,,224.0,,
1399,08/31/2020,Queens,,,1013.0,355.0
1400,08/31/2020,Queens,277.0,,109.0,220.0
1401,08/31/2020,Queens,,,367.0,701.0
1402,08/31/2020,Queens,,,166.0,507.0
1403,08/31/2020,Queens,,99.0,,
1404,08/31/2020,Queens,,,,
1405,08/31/2020,Queens,,101.0,199.0,
1406,08/31/2020,Queens,,,,315.0
1407,08/31/2020,Queens,,0.0,,
1408,08/31/2020,Queens,,167.0,55.0,
1409,08/31/2020,Queens,,,,
1410,08/31/2020,Queens,256.0,151.0,1093.0,1319.0
1411,08/31/2020,Queens,,,606.0,797.0
1412,08/31/2020,Queens,287.0,0.0,195.0,168.0
1413,08/31/2020,Staten Island,,,,101.0
1414,08/31/2020,Staten Island,,,,
1415,08/31/2020,Staten Island,,,,
1416,09/30/2020,Bronx,183.0,180.0,,1228.0
1417,09/30/2020,Bronx,176.0,,,839.0
1418,09/30/2020,Bronx,257.0,220.0,116.0,1326.0
1419,09/30/2020,Bronx,,206.0,100.0,2109.0
1420,09/30/2020,Bronx,207.0,,,1064.0
1421,09/30/2020,Bronx,66.0,40.0,,1894.0
1422,09/30/2020,Bronx,101.0,101.0,,260.0
1423,09/30/2020,Bronx,,,,232.0
1424,09/30/2020,Bronx,,,,703.0
1425,09/30/2020,Bronx,,,,580.0
1426,09/30/2020,Bronx,,,,
1427,09/30/2020,Bronx,,73.0,137.0,278.0
1428,09/30/2020,Brooklyn,151.0,320.0,206.0,
1429,09/30/2020,Brooklyn,76.0,101.0,296.0,66.0
1430,09/30/2020,Brooklyn,,30.0,102.0,476.0
1431,09/30/2020,Brooklyn,,100.0,286.0,815.0
1432,09/30/2020,Brooklyn,,454.0,363.0,273.0
1433,09/30/2020,Brooklyn,107.0,49.0,420.0,269.0
1434,09/30/2020,Brooklyn,,188.0,590.0,
1435,09/30/2020,Brooklyn,,206.0,85.0,435.0
1436,09/30/2020,Brooklyn,,112.0,,422.0
1437,09/30/2020,Brooklyn,,,,
1438,09/30/2020,Brooklyn,,,,
1439,09/30/2020,Brooklyn,,,102.0,142.0
1440,09/30/2020,Brooklyn,,,,
1441,09/30/2020,Brooklyn,,,,87.0
1442,09/30/2020,Brooklyn,,,,189.0
1443,09/30/2020,Brooklyn,,142.0,404.0,2342.0
1444,09/30/2020,Brooklyn,,,133.0,639.0
1445,09/30/2020,Brooklyn,348.0,,,763.0
1446,09/30/2020,Manhattan,,,174.0,
1447,09/30/2020,Manhattan,,,154.0,
1448,09/30/2020,Manhattan,,148.0,540.0,322.0
1449,09/30/2020,Manhattan,,,1342.0,
1450,09/30/2020,Manhattan,273.0,,1786.0,323.0
1451,09/30/2020,Manhattan,,537.0,511.0,
1452,09/30/2020,Manhattan,206.0,135.0,662.0,573.0
1453,09/30/2020,Manhattan,,41.0,306.0,
1454,09/30/2020,Manhattan,,,,661.0
1455,09/30/2020,Manhattan,,339.0,,733.0
1456,09/30/2020,Manhattan,,748.0,,553.0
1457,09/30/2020,Manhattan,,225.0,,
1458,09/30/2020,Queens,,,1005.0,347.0
1459,09/30/2020,Queens,284.0,,109.0,195.0
1460,09/30/2020,Queens,,,367.0,684.0
1461,09/30/2020,Queens,,,158.0,521.0
1462,09/30/2020,Queens,,98.0,,
1463,09/30/2020,Queens,,,,
1464,09/30/2020,Queens,,100.0,198.0,
1465,09/30/2020,Queens,,,,321.0
1466,09/30/2020,Queens,,,,
1467,09/30/2020,Queens,,164.0,59.0,
1468,09/30/2020,Queens,,,,
1469,09/30/2020,Queens,249.0,160.0,1093.0,1362.0
1470,09/30/2020,Queens,,,591.0,776.0
1471,09/30/2020,Queens,289.0,,186.0,155.0
1472,09/30/2020,Staten Island,,,,103.0
1473,09/30/2020,Staten Island,,,,
1474,09/30/2020,Staten Island,,,,
1475,11/30/2020,Bronx,182.0,83.0,157.0,1204.0
1476,11/30/2020,Bronx,156.0,0.0,,861.0
1477,11/30/2020,Bronx,205.0,229.0,122.0,1282.0
1478,11/30/2020,Bronx,,208.0,99.0,2155.0
1479,11/30/2020,Bronx,201.0,0.0,,1021.0
1480,11/30/2020,Bronx,68.0,32.0,,1849.0
1481,11/30/2020,Bronx,83.0,103.0,,287.0
1482,11/30/2020,Bronx,,,,237.0
1483,11/30/2020,Bronx,,67.0,,737.0
1484,11/30/2020,Bronx,,,,599.0
1485,11/30/2020,Bronx,,,,
1486,11/30/2020,Bronx,,72.0,142.0,278.0
1487,11/30/2020,Brooklyn,143.0,323.0,212.0,
1488,11/30/2020,Brooklyn,102.0,106.0,295.0,74.0
1489,11/30/2020,Brooklyn,,28.0,103.0,481.0
1490,11/30/2020,Brooklyn,,97.0,281.0,809.0
1491,11/30/2020,Brooklyn,,466.0,368.0,306.0
1492,11/30/2020,Brooklyn,101.0,52.0,422.0,336.0
1493,11/30/2020,Brooklyn,,186.0,723.0,
1494,11/30/2020,Brooklyn,,218.0,89.0,441.0
1495,11/30/2020,Brooklyn,,109.0,,413.0
1496,11/30/2020,Brooklyn,,,,
1497,11/30/2020,Brooklyn,,,,
1498,11/30/2020,Brooklyn,,,104.0,144.0
1499,11/30/2020,Brooklyn,,,,
1500,11/30/2020,Brooklyn,,,,75.0
1501,11/30/2020,Brooklyn,,,,182.0
1502,11/30/2020,Brooklyn,,144.0,460.0,2272.0
1503,11/30/2020,Brooklyn,,,136.0,611.0
1504,11/30/2020,Brooklyn,346.0,,,733.0
1505,11/30/2020,Manhattan,,,199.0,
1506,11/30/2020,Manhattan,,,161.0,
1507,11/30/2020,Manhattan,,126.0,536.0,326.0
1508,11/30/2020,Manhattan,,0.0,1475.0,
1509,11/30/2020,Manhattan,286.0,,1723.0,335.0
1510,11/30/2020,Manhattan,,528.0,495.0,
1511,11/30/2020,Manhattan,196.0,135.0,635.0,549.0
1512,11/30/2020,Manhattan,,40.0,303.0,
1513,11/30/2020,Manhattan,,,,691.0
1514,11/30/2020,Manhattan,,339.0,,767.0
1515,11/30/2020,Manhattan,,774.0,,508.0
1516,11/30/2020,Manhattan,,225.0,,
1517,11/30/2020,Queens,,119.0,882.0,312.0
1518,11/30/2020,Queens,266.0,,110.0,181.0
1519,11/30/2020,Queens,,,374.0,672.0
1520,11/30/2020,Queens,,,164.0,510.0
1521,11/30/2020,Queens,,95.0,,
1522,11/30/2020,Queens,,,,
1523,11/30/2020,Queens,,96.0,201.0,
1524,11/30/2020,Queens,,,,316.0
1525,11/30/2020,Queens,,,,
1526,11/30/2020,Queens,,168.0,60.0,
1527,11/30/2020,Queens,,,,
1528,11/30/2020,Queens,233.0,171.0,1049.0,1336.0
1529,11/30/2020,Queens,,,605.0,784.0
1530,11/30/2020,Queens,288.0,0.0,190.0,152.0
1531,11/30/2020,Staten Island,,,,82.0
1532,11/30/2020,Staten Island,,,,
1533,11/30/2020,Staten Island,,,,
1534,12/31/2020,Bronx,176.0,83.0,170.0,1211.0
1535,12/31/2020,Bronx,167.0,0.0,,865.0
1536,12/31/2020,Bronx,96.0,338.0,126.0,1321.0
1537,12/31/2020,Bronx,,204.0,100.0,2140.0
1538,12/31/2020,Bronx,201.0,,,1066.0
1539,12/31/2020,Bronx,70.0,20.0,,1878.0
1540,12/31/2020,Bronx,98.0,103.0,,274.0
1541,12/31/2020,Bronx,,,,233.0
1542,12/31/2020,Bronx,,73.0,,905.0
1543,12/31/2020,Bronx,,,,570.0
1544,12/31/2020,Bronx,,,,
1545,12/31/2020,Bronx,,72.0,136.0,270.0
1546,12/31/2020,Brooklyn,147.0,292.0,210.0,
1547,12/31/2020,Brooklyn,88.0,105.0,297.0,62.0
1548,12/31/2020,Brooklyn,,31.0,101.0,466.0
1549,12/31/2020,Brooklyn,,134.0,283.0,781.0
1550,12/31/2020,Brooklyn,,436.0,358.0,304.0
1551,12/31/2020,Brooklyn,113.0,52.0,413.0,322.0
1552,12/31/2020,Brooklyn,,178.0,730.0,
1553,12/31/2020,Brooklyn,,220.0,80.0,462.0
1554,12/31/2020,Brooklyn,,110.0,,404.0
1555,12/31/2020,Brooklyn,,,,
1556,12/31/2020,Brooklyn,,,,
1557,12/31/2020,Brooklyn,,,102.0,137.0
1558,12/31/2020,Brooklyn,,,,
1559,12/31/2020,Brooklyn,,,,69.0
1560,12/31/2020,Brooklyn,,,,165.0
1561,12/31/2020,Brooklyn,,147.0,459.0,2138.0
1562,12/31/2020,Brooklyn,,,129.0,581.0
1563,12/31/2020,Brooklyn,343.0,,,692.0
1564,12/31/2020,Manhattan,,,197.0,
1565,12/31/2020,Manhattan,,,174.0,
1566,12/31/2020,Manhattan,,94.0,523.0,318.0
1567,12/31/2020,Manhattan,,,1483.0,
1568,12/31/2020,Manhattan,297.0,,1713.0,331.0
1569,12/31/2020,Manhattan,,488.0,506.0,
1570,12/31/2020,Manhattan,191.0,133.0,623.0,558.0
1571,12/31/2020,Manhattan,,40.0,306.0,
1572,12/31/2020,Manhattan,,,,643.0
1573,12/31/2020,Manhattan,,332.0,,760.0
1574,12/31/2020,Manhattan,,774.0,,491.0
1575,12/31/2020,Manhattan,,220.0,,
1576,12/31/2020,Queens,,117.0,909.0,299.0
1577,12/31/2020,Queens,273.0,,111.0,182.0
1578,12/31/2020,Queens,,,423.0,682.0
1579,12/31/2020,Queens,,,156.0,511.0
1580,12/31/2020,Queens,,96.0,,
1581,12/31/2020,Queens,,,,
1582,12/31/2020,Queens,,99.0,198.0,
1583,12/31/2020,Queens,,,,284.0
1584,12/31/2020,Queens,,,,
1585,12/31/2020,Queens,,146.0,60.0,
1586,12/31/2020,Queens,,,,
1587,12/31/2020,Queens,217.0,170.0,1033.0,1305.0
1588,12/31/2020,Queens,,,578.0,769.0
1589,12/31/2020,Queens,291.0,,195.0,134.0
1590,12/31/2020,Staten Island,,,,95.0
1591,12/31/2020,Staten Island,,,,
1592,12/31/2020,Staten Island,,,,
1593,01/31/2021,Bronx,,78.0,177.0,1231.0
1594,01/31/2021,Bronx,179.0,,,898.0
1595,01/31/2021,Bronx,96.0,343.0,121.0,1339.0
1596,01/31/2021,Bronx,,205.0,100.0,2136.0
1597,01/31/2021,Bronx,193.0,,,1132.0
1598,01/31/2021,Bronx,82.0,30.0,,2032.0
1599,01/31/2021,Bronx,100.0,100.0,,290.0
1600,01/31/2021,Bronx,,,,233.0
1601,01/31/2021,Bronx,,55.0,,916.0
1602,01/31/2021,Bronx,,,,587.0
1603,01/31/2021,Bronx,,,,
1604,01/31/2021,Bronx,,73.0,139.0,281.0
1605,01/31/2021,Brooklyn,147.0,302.0,258.0,
1606,01/31/2021,Brooklyn,90.0,105.0,286.0,73.0
1607,01/31/2021,Brooklyn,,31.0,102.0,478.0
1608,01/31/2021,Brooklyn,,124.0,276.0,810.0
1609,01/31/2021,Brooklyn,,434.0,368.0,345.0
1610,01/31/2021,Brooklyn,116.0,50.0,425.0,343.0
1611,01/31/2021,Brooklyn,,187.0,726.0,
1612,01/31/2021,Brooklyn,,222.0,82.0,443.0
1613,01/31/2021,Brooklyn,,108.0,,408.0
1614,01/31/2021,Brooklyn,,,,
1615,01/31/2021,Brooklyn,,,,
1616,01/31/2021,Brooklyn,,,99.0,146.0
1617,01/31/2021,Brooklyn,,,45.0,
1618,01/31/2021,Brooklyn,,,,69.0
1619,01/31/2021,Brooklyn,,,,162.0
1620,01/31/2021,Brooklyn,,140.0,471.0,2085.0
1621,01/31/2021,Brooklyn,,,136.0,609.0
1622,01/31/2021,Brooklyn,350.0,,,636.0
1623,01/31/2021,Manhattan,,,236.0,
1624,01/31/2021,Manhattan,,,192.0,
1625,01/31/2021,Manhattan,,92.0,528.0,325.0
1626,01/31/2021,Manhattan,,270.0,1289.0,
1627,01/31/2021,Manhattan,319.0,,1717.0,342.0
1628,01/31/2021,Manhattan,,539.0,473.0,
1629,01/31/2021,Manhattan,198.0,127.0,597.0,572.0
1630,01/31/2021,Manhattan,,38.0,304.0,
1631,01/31/2021,Manhattan,,,,631.0
1632,01/31/2021,Manhattan,,344.0,,724.0
1633,01/31/2021,Manhattan,,777.0,,494.0
1634,01/31/2021,Manhattan,,225.0,,
1635,01/31/2021,Queens,,117.0,979.0,300.0
1636,01/31/2021,Queens,276.0,,110.0,179.0
1637,01/31/2021,Queens,,,499.0,695.0
1638,01/31/2021,Queens,,,161.0,486.0
1639,01/31/2021,Queens,,100.0,,
1640,01/31/2021,Queens,,,,
1641,01/31/2021,Queens,,96.0,195.0,
1642,01/31/2021,Queens,,,,313.0
1643,01/31/2021,Queens,,,,
1644,01/31/2021,Queens,,162.0,58.0,
1645,01/31/2021,Queens,,,,
1646,01/31/2021,Queens,211.0,167.0,1034.0,1303.0
1647,01/31/2021,Queens,,,601.0,835.0
1648,01/31/2021,Queens,294.0,,197.0,134.0
1649,01/31/2021,Staten Island,,,,107.0
1650,01/31/2021,Staten Island,,,,
1651,01/31/2021,Staten Island,,,,
1652,02/28/2021,Bronx,,188.0,174.0,1100.0
1653,02/28/2021,Bronx,175.0,0.0,,879.0
1654,02/28/2021,Bronx,96.0,212.0,158.0,1334.0
1655,02/28/2021,Bronx,,204.0,100.0,2168.0
1656,02/28/2021,Bronx,196.0,0.0,,1197.0
1657,02/28/2021,Bronx,80.0,26.0,,2026.0
1658,02/28/2021,Bronx,96.0,97.0,,291.0
1659,02/28/2021,Bronx,,,,234.0
1660,02/28/2021,Bronx,,64.0,,915.0
1661,02/28/2021,Bronx,,,,583.0
1662,02/28/2021,Bronx,,,,
1663,02/28/2021,Bronx,,72.0,137.0,272.0
1664,02/28/2021,Brooklyn,137.0,291.0,192.0,
1665,02/28/2021,Brooklyn,108.0,102.0,297.0,66.0
1666,02/28/2021,Brooklyn,,31.0,102.0,478.0
1667,02/28/2021,Brooklyn,,128.0,278.0,790.0
1668,02/28/2021,Brooklyn,,556.0,369.0,358.0
1669,02/28/2021,Brooklyn,112.0,49.0,420.0,346.0
1670,02/28/2021,Brooklyn,,187.0,736.0,
1671,02/28/2021,Brooklyn,,218.0,88.0,432.0
1672,02/28/2021,Brooklyn,,112.0,,394.0
1673,02/28/2021,Brooklyn,,,,
1674,02/28/2021,Brooklyn,,,,
1675,02/28/2021,Brooklyn,,,98.0,143.0
1676,02/28/2021,Brooklyn,,,69.0,
1677,02/28/2021,Brooklyn,,,,64.0
1678,02/28/2021,Brooklyn,,,,154.0
1679,02/28/2021,Brooklyn,,140.0,499.0,2103.0
1680,02/28/2021,Brooklyn,,,134.0,643.0
1681,02/28/2021,Brooklyn,339.0,,,595.0
1682,02/28/2021,Manhattan,,,240.0,
1683,02/28/2021,Manhattan,,,195.0,
1684,02/28/2021,Manhattan,,93.0,530.0,347.0
1685,02/28/2021,Manhattan,,,1551.0,
1686,02/28/2021,Manhattan,310.0,,1728.0,334.0
1687,02/28/2021,Manhattan,,529.0,472.0,
1688,02/28/2021,Manhattan,200.0,76.0,575.0,573.0
1689,02/28/2021,Manhattan,,39.0,301.0,
